 5.100002  1.  -2.2490  1.  -0.035  -0.017   0.026  -0.140   0.645   0.007   0.329  -0.947   1.392   0.143   0.001   0.001  -0.024    -0.031  -0.020   0.239   0.063   0.159   0.767   0.011   0.004       1.604       1.248       1.329       1.291       0.923       0.961       0.232       0.260       0.193      -0.075
 5.150001  1.  -2.2490  1.  -0.035  -0.017   0.026  -0.140   0.645   0.007   0.329  -0.947   1.392   0.143   0.001   0.001  -0.024    -0.031  -0.020   0.239   0.063   0.159   0.767   0.011   0.004       1.604       1.248       1.329       1.291       0.923       0.961       0.232       0.260       0.193      -0.075
 5.199999  1.  -2.2490  1.  -0.035  -0.017   0.026  -0.140   0.645   0.007   0.329  -0.947   1.392   0.143   0.001   0.001  -0.024    -0.031  -0.020   0.239   0.063   0.159   0.767   0.011   0.004       1.604       1.248       1.329       1.291       0.923       0.961       0.232       0.260       0.193      -0.075
 5.250000  1.  -2.2490  1.  -0.035  -0.017   0.026  -0.140   0.645   0.007   0.329  -0.947   1.392   0.143   0.001   0.001  -0.024    -0.031  -0.020   0.239   0.063   0.159   0.767   0.011   0.004       1.604       1.248       1.329       1.291       0.923       0.961       0.232       0.260       0.193      -0.075
 5.300002  1.  -2.2490  1.  -0.035  -0.017   0.026  -0.140   0.645   0.007   0.329  -0.947   1.392   0.143   0.001   0.001  -0.024    -0.031  -0.020   0.239   0.063   0.159   0.767   0.011   0.004       1.604       1.248       1.329       1.291       0.923       0.961       0.232       0.260       0.193      -0.075
 5.350002  1.  -2.2490  1.  -0.035  -0.017   0.026  -0.140   0.645   0.007   0.329  -0.947   1.392   0.143   0.001   0.001  -0.024    -0.031  -0.020   0.239   0.063   0.159   0.767   0.011   0.004       1.604       1.248       1.329       1.291       0.923       0.961       0.232       0.260       0.193      -0.075
 5.400001  1.  -2.2490  1.  -0.034  -0.017   0.026  -0.139   0.639   0.007   0.326  -0.936   1.378   0.142   0.001   0.002  -0.024    -0.031  -0.019   0.237   0.063   0.157   0.759   0.011   0.004       1.590       1.237       1.316       1.278       0.923       0.961       0.230       0.259       0.193      -0.074
 5.450001  1.  -2.2490  1.  -0.034  -0.017   0.026  -0.139   0.639   0.007   0.326  -0.936   1.378   0.142   0.001   0.002  -0.024    -0.031  -0.019   0.237   0.063   0.157   0.759   0.011   0.004       1.590       1.237       1.316       1.278       0.923       0.961       0.230       0.259       0.193      -0.074
 5.500002  1.  -2.2490  1.  -0.034  -0.017   0.026  -0.139   0.639   0.007   0.326  -0.936   1.378   0.142   0.001   0.002  -0.024    -0.031  -0.019   0.237   0.063   0.157   0.759   0.011   0.004       1.590       1.237       1.316       1.278       0.923       0.961       0.230       0.259       0.193      -0.074
 5.550002  1.  -2.2490  1.  -0.034  -0.017   0.026  -0.139   0.639   0.007   0.326  -0.936   1.378   0.142   0.001   0.002  -0.024    -0.031  -0.019   0.237   0.063   0.157   0.759   0.011   0.004       1.590       1.237       1.316       1.278       0.923       0.961       0.230       0.259       0.193      -0.074
 5.600002  1.  -2.2490  1.  -0.035  -0.017   0.026  -0.140   0.643   0.007   0.328  -0.943   1.386   0.142   0.001   0.001  -0.024    -0.031  -0.020   0.238   0.063   0.158   0.764   0.011   0.004       1.599       1.244       1.324       1.286       0.923       0.961       0.231       0.260       0.193      -0.074
 5.650002  1.  -2.2490  1.  -0.035  -0.017   0.026  -0.140   0.643   0.007   0.328  -0.943   1.387   0.143   0.001   0.001  -0.024    -0.031  -0.020   0.238   0.063   0.158   0.764   0.011   0.004       1.600       1.245       1.325       1.287       0.923       0.961       0.231       0.260       0.193      -0.074
 5.700002  1.  -2.2490  1.  -0.035  -0.017   0.026  -0.140   0.643   0.007   0.328  -0.944   1.387   0.143   0.001   0.001  -0.024    -0.031  -0.020   0.238   0.063   0.158   0.764   0.011   0.004       1.600       1.245       1.325       1.287       0.923       0.961       0.231       0.260       0.193      -0.074
 5.750002  1.  -2.2490  1.  -0.035  -0.017   0.026  -0.140   0.644   0.007   0.329  -0.944   1.388   0.143   0.001   0.001  -0.024    -0.031  -0.020   0.238   0.063   0.158   0.764   0.011   0.004       1.601       1.246       1.326       1.288       0.923       0.961       0.231       0.260       0.193      -0.074
 5.800003  1.  -2.2490  1.  -0.035  -0.017   0.026  -0.140   0.644   0.007   0.329  -0.944   1.388   0.142   0.001   0.001  -0.024    -0.031  -0.020   0.238   0.063   0.158   0.764   0.011   0.004       1.601       1.246       1.326       1.288       0.923       0.961       0.231       0.260       0.193      -0.074
 5.850003  1.  -2.2490  1.  -0.034  -0.017   0.026  -0.139   0.639   0.007   0.326  -0.937   1.377   0.142   0.001   0.001  -0.024    -0.031  -0.019   0.236   0.063   0.157   0.758   0.011   0.004       1.591       1.237       1.317       1.279       0.923       0.961       0.229       0.258       0.192      -0.074
 5.900003  1.  -2.2490  1.  -0.034  -0.017   0.026  -0.139   0.640   0.007   0.326  -0.938   1.378   0.142   0.001   0.001  -0.024    -0.031  -0.019   0.236   0.063   0.157   0.758   0.011   0.004       1.592       1.238       1.319       1.280       0.924       0.961       0.229       0.258       0.192      -0.074
 5.950003  1.  -2.2490  1.  -0.034  -0.017   0.026  -0.138   0.636   0.007   0.325  -0.931   1.368   0.141   0.001   0.002  -0.024    -0.030  -0.019   0.235   0.062   0.156   0.753   0.011   0.004       1.583       1.231       1.311       1.272       0.924       0.961       0.228       0.257       0.192      -0.073
 6.000000  1.  -2.2490  1.  -0.033  -0.016   0.025  -0.134   0.611   0.007   0.311  -0.885   1.317   0.138   0.002   0.002  -0.022    -0.028  -0.018   0.225   0.060   0.150   0.720   0.010   0.004       1.532       1.191       1.266       1.228       0.923       0.961       0.220       0.250       0.193      -0.071
