#Age      [M/H]   OII3727       HdA       HdF       CN1       CN2    Ca4227     G4300       HgA       HgF   HgVA125   HgVA200   HgVA275    Fe4383    Ca4455    Fe4531     C4668     Hbeta   Hbeta_p    OIII_1    OIII_2  OIII_2ne    Fe5015       Mg1       Mg2   Mgb5177    Fe5270    Fe5335    Fe5406    Fe5709    Fe5782    Na5895      TiO1      TiO2
00.5012   -1.71	  2.3189    8.2500	5.6149   -0.1705   -0.1284    0.1002   -0.9826    7.3028    5.2492    0.0928	0.0663    0.0503   -0.9025    0.1038	0.5576    0.3163    4.7447    4.4527   -0.4269    0.1557    0.0037    0.9911	0.0144    0.0375    0.4681    0.5239	0.4736    0.2573    0.2140    0.1538	0.7124    0.0107    0.0150
00.5623   -1.71	  2.2963    8.2630	5.6039   -0.1709   -0.1288    0.1018   -0.9544    7.2825    5.2262    0.0925	0.0662    0.0503   -0.9106    0.1040	0.5784    0.3393    4.7194    4.4334   -0.4248    0.1650    0.0040    1.0085	0.0141    0.0379    0.4812    0.5351	0.4757    0.2611    0.2175    0.1546	0.7235    0.0107    0.0153
00.6310   -1.71	  2.3574    8.3239	5.6118   -0.1727   -0.1311    0.1034   -0.9099    7.3120    5.2240    0.0923	0.0661    0.0502   -0.9638    0.0997	0.5929    0.4110    4.6900    4.4197   -0.4427    0.1602    0.0045    1.0183	0.0155    0.0376    0.4539    0.5480	0.4826    0.2641    0.2099    0.1463	0.7287    0.0106    0.0141
00.7079   -1.71	  2.2087    8.1295	5.4695   -0.1694   -0.1290    0.1097   -0.7643    7.0453    5.0543    0.0891	0.0639    0.0486   -0.9168    0.0995	0.6015    0.3859    4.5764    4.3132   -0.4356    0.1621    0.0045    1.0099	0.0141    0.0379    0.4832    0.5462	0.4819    0.2612    0.2065    0.1430	0.7186    0.0102    0.0133
00.7943   -1.71	  2.1360    7.9958	5.3632   -0.1667   -0.1269    0.1126   -0.6298    6.8359    4.9278    0.0875	0.0628    0.0479   -0.8706    0.1005	0.6329    0.4121    4.4754    4.2229   -0.4434    0.1726    0.0051    1.0435	0.0139    0.0384    0.4921    0.5619	0.4940    0.2652    0.2042    0.1399	0.7278    0.0099    0.0128
00.8913   -1.71	  2.0350    7.6771	5.1312   -0.1606   -0.1227    0.1198   -0.4253    6.4226    4.6741    0.0828	0.0596    0.0455   -0.7847    0.1107	0.6629    0.4248    4.2740    4.0405   -0.4440    0.1789    0.0055    1.0661	0.0132    0.0388    0.5080    0.5748	0.5083    0.2687    0.2050    0.1395	0.7270    0.0097    0.0124
01.0000   -1.71	  1.9985    7.5827	5.0481   -0.1592   -0.1222    0.1258   -0.3211    6.2724    4.5756    0.0811	0.0583    0.0446   -0.7628    0.1022	0.6781    0.3898    4.1975    3.9745   -0.4396    0.1771    0.0054    1.0586	0.0120    0.0382    0.5235    0.5731	0.5084    0.2632    0.1998    0.1331	0.7269    0.0095    0.0119
01.1220   -1.71	  1.8070    7.0527	4.7205   -0.1482   -0.1132    0.1330   -0.0063    5.6010    4.1962    0.0752	0.0541    0.0414   -0.6199    0.1065	0.7217    0.4730    3.9124    3.7147   -0.4360    0.1846    0.0059    1.0972	0.0133    0.0397    0.5323    0.6017	0.5300    0.2713    0.2051    0.1310	0.7376    0.0097    0.0119
01.2589   -1.71	  1.7065    6.6342	4.4407   -0.1403   -0.1070    0.1448	0.3708    4.9505    3.8255    0.0699	0.0504    0.0387   -0.4806    0.1238	0.8101    0.5752    3.6164    3.4469   -0.4374    0.2141    0.0066    1.2153	0.0145    0.0429    0.5647    0.6597	0.5755    0.2938    0.2282    0.1383	0.7774    0.0098    0.0127
01.4125   -1.71	  1.8189    6.9339	4.5993   -0.1474   -0.1136    0.1431	0.2145    5.3382    4.0247    0.0728	0.0526    0.0405   -0.5993    0.1083	0.7727    0.4634    3.7786    3.6035   -0.4595    0.1855    0.0060    1.1567	0.0129    0.0414    0.5668    0.6273	0.5529    0.2750    0.2113    0.1261	0.7686    0.0092    0.0108
01.5849   -1.71	  1.7605    6.7990	4.5053   -0.1451   -0.1121    0.1482	0.3223    5.1465    3.9057    0.0708	0.0513    0.0395   -0.5732    0.1072	0.7829    0.4790    3.6915    3.5237   -0.4642    0.1767    0.0057    1.1451	0.0125    0.0408    0.5752    0.6306	0.5558    0.2696    0.2083    0.1196	0.7627    0.0090    0.0100
01.7783   -1.71	  1.5218    6.1831	4.1110   -0.1335   -0.1025    0.1504	0.6080    4.4631    3.4981    0.0642	0.0464    0.0356   -0.4727    0.1271	0.8009    0.5610    3.4365    3.2859   -0.4532    0.1832    0.0061    1.1638	0.0127    0.0414    0.5871    0.6464	0.5673    0.2743    0.2089    0.1182	0.7553    0.0093    0.0103
01.9953   -1.71	  1.3913    5.7798	3.8619   -0.1258   -0.0956    0.1553	0.7868    4.0122    3.2450    0.0610	0.0440    0.0339   -0.3794    0.1343	0.8227    0.5872    3.2884    3.1415   -0.4469    0.1869    0.0062    1.1843	0.0125    0.0420    0.5982    0.6555	0.5746    0.2705    0.2068    0.1154	0.7570    0.0085    0.0087
02.2387   -1.71	  1.3227    5.4080	3.6454   -0.1182   -0.0892    0.1568	0.8772    3.6418    3.0353    0.0575	0.0414    0.0318   -0.3044    0.1392	0.8151    0.5950    3.1488    3.0003   -0.4275    0.1880    0.0063    1.1716	0.0127    0.0421    0.5994    0.6479	0.5746    0.2667    0.2033    0.1124	0.7549    0.0087    0.0089
02.5119   -1.71	  1.3546    5.4472	3.6645   -0.1193   -0.0904    0.1603	0.8487    3.6932    3.0637    0.0576	0.0415    0.0318   -0.3165    0.1340	0.8111    0.5447    3.1693    3.0191   -0.4217    0.1857    0.0063    1.1598	0.0117    0.0417    0.6078    0.6399	0.5733    0.2636    0.2012    0.1119	0.7519    0.0085    0.0085
02.8184   -1.71	  1.4586    5.6050	3.7519   -0.1233   -0.0946    0.1581	0.7852    3.8528    3.1402    0.0576	0.0413    0.0315   -0.3689    0.1275	0.7841    0.5100    3.2108    3.0594   -0.4220    0.1735    0.0061    1.1235	0.0114    0.0408    0.6090    0.6246	0.5630    0.2596    0.1960    0.1073	0.7511    0.0085    0.0081
03.1623   -1.71	  1.4415    5.3718	3.6241   -0.1184   -0.0903    0.1627	0.8784    3.6004    3.0063    0.0560	0.0401    0.0306   -0.3100    0.1251	0.7926    0.5067    3.1356    2.9868   -0.4061    0.1795    0.0064    1.1199	0.0109    0.0412    0.6268    0.6287	0.5658    0.2593    0.1947    0.1051	0.7567    0.0085    0.0082
03.5481   -1.71	  1.4606    5.1445	3.4995   -0.1143   -0.0871    0.1678	0.9817    3.3567    2.8709    0.0539	0.0386    0.0294   -0.2503    0.1293	0.8056    0.5140    3.0543    2.9093   -0.4067    0.1830    0.0066    1.1306	0.0111    0.0419    0.6436    0.6367	0.5721    0.2620    0.1963    0.1049	0.7675    0.0083    0.0079
03.9811   -1.71	  1.4771    4.9784	3.4113   -0.1115   -0.0848    0.1727	1.0759    3.1640    2.7682    0.0526	0.0376    0.0286   -0.2099    0.1283	0.8128    0.4888    3.0010    2.8586   -0.3998    0.1847    0.0068    1.1249	0.0106    0.0420    0.6610    0.6386	0.5756    0.2641    0.1974    0.1050	0.7605    0.0082    0.0079
04.4668   -1.71	  1.5203    4.8358	3.3361   -0.1094   -0.0833    0.1825	1.1653    2.9785    2.6666    0.0510	0.0364    0.0277   -0.1642    0.1289	0.8272    0.4934    2.9485    2.8116   -0.3921    0.1858    0.0070    1.1234	0.0103    0.0435    0.7077    0.6522	0.5855    0.2675    0.2006    0.1057	0.7751    0.0082    0.0081
05.0119   -1.71	  1.4969    4.5636	3.1995   -0.1035   -0.0772    0.1921	1.3121    2.6596    2.5184    0.0505	0.0362    0.0276   -0.0732    0.1239	0.8530    0.4545    2.8793    2.7429   -0.3740    0.2024    0.0076    1.1466	0.0100    0.0446    0.7332    0.6588	0.5964    0.2720    0.2035    0.1095	0.7702    0.0080    0.0081
05.6234   -1.71	  1.5257    4.4384	3.1332   -0.1013   -0.0750    0.2033	1.4413    2.4645    2.4231    0.0500	0.0359    0.0275   -0.0244    0.1172	0.8792    0.4331    2.8388    2.7071   -0.3719    0.2075    0.0079    1.1616	0.0097    0.0457    0.7686    0.6728	0.6074    0.2736    0.2082    0.1083	0.7694    0.0078    0.0080
06.3096   -1.71	  1.5318    4.2728	3.0422   -0.0990   -0.0730    0.2148	1.5510    2.2591    2.3234    0.0492	0.0354    0.0271    0.0510    0.1206	0.9126    0.4512    2.7975    2.6695   -0.3721    0.2186    0.0086    1.1961	0.0097    0.0474    0.8037    0.6912	0.6218    0.2822    0.2127    0.1111	0.7795    0.0079    0.0082
07.0795   -1.71	  1.4970    4.0791	2.9347   -0.0953   -0.0699    0.2188	1.6562    2.0312    2.1983    0.0478	0.0344    0.0263    0.0918    0.1161	0.9134    0.4373    2.7301    2.6043   -0.3663    0.2178    0.0087    1.1837	0.0097    0.0474    0.8117    0.6915	0.6213    0.2790    0.2073    0.1085	0.7796    0.0075    0.0072
07.9433   -1.71	  1.5095    3.7108	2.7344   -0.0887   -0.0649    0.2233	1.8003    1.6455    1.9816    0.0444	0.0317    0.0242    0.1743    0.1241	0.9187    0.4635    2.6143    2.4944   -0.3594    0.2189    0.0088    1.1831	0.0098    0.0478    0.8306    0.6982	0.6242    0.2839    0.2050    0.1020	0.7885    0.0075    0.0073
08.9125   -1.71	  1.5159    3.4729	2.6062   -0.0842   -0.0612    0.2255	1.8988    1.3834    1.8414    0.0428	0.0306    0.0233    0.2393    0.1242	0.9175    0.4666    2.5356    2.4151   -0.3492    0.2210    0.0090    1.1709	0.0101    0.0484    0.8419    0.7001	0.6241    0.2839    0.2005    0.1015	0.7989    0.0075    0.0070
10.0000   -1.71	  1.5516    3.4734	2.6109   -0.0833   -0.0598    0.2304	1.8854    1.4007    1.8548    0.0437	0.0314    0.0240    0.2615    0.1207	0.9310    0.4478    2.5459    2.4218   -0.3448    0.2300    0.0094    1.1868	0.0105    0.0503    0.8715    0.7021	0.6253    0.2863    0.1965    0.1022	0.8405    0.0073    0.0071
11.2202   -1.71	  1.4998    3.0295	2.3700   -0.0747   -0.0533    0.2332	1.9906    1.0171    1.6478    0.0403	0.0287    0.0218    0.3458    0.1290	0.9488    0.4600    2.4508    2.3326   -0.3248    0.2380    0.0095    1.1950	0.0094    0.0482    0.8514    0.7066	0.6264    0.2912    0.1943    0.0980	0.8408    0.0072    0.0074
12.5893   -1.71	  1.5030    2.9680	2.3375   -0.0736   -0.0519    0.2399	2.0531    0.8984    1.5853    0.0401	0.0287    0.0218    0.3803    0.1241	0.9492    0.4684    2.4210    2.3045   -0.3251    0.2367    0.0098    1.1803	0.0097    0.0494    0.8782    0.7124	0.6311    0.2893    0.1930    0.0945	0.8465    0.0071    0.0072
14.1254   -1.71	  1.6371    3.2046	2.4894   -0.0786   -0.0560    0.2398	1.9382    1.1565    1.7255    0.0418	0.0299    0.0227    0.3187    0.1209	0.9273    0.4611    2.5014    2.3788   -0.3233    0.2297    0.0098    1.1531	0.0106    0.0505    0.8995    0.7101	0.6257    0.2886    0.1900    0.0942	0.8695    0.0075    0.0078
15.8489   -1.71	  1.6856    3.3020	2.5611   -0.0808   -0.0579    0.2390	1.8859    1.2660    1.7849    0.0424	0.0303    0.0231    0.3022    0.1186	0.9076    0.4409    2.5361    2.4075   -0.3235    0.2240    0.0096    1.1274	0.0113    0.0508    0.9067    0.7025	0.6243    0.2885    0.1872    0.0946	0.8828    0.0078    0.0080
17.7828   -1.71	  1.8777    3.7298	2.8208   -0.0895   -0.0650    0.2398	1.7427    1.6931    2.0255    0.0457	0.0328    0.0250    0.2191    0.1111	0.9009    0.4232    2.6807    2.5488   -0.3322    0.2137    0.0097    1.1021	0.0123    0.0524    0.9292    0.7098	0.6254    0.2887    0.1856    0.0950	0.9044    0.0082    0.0084
00.0631   -1.31	  1.3560    5.7472	4.3233   -0.1115   -0.0733    0.0570   -0.9358    5.5649    4.3492    0.0788	0.0556    0.0415   -0.1016    0.2888	0.3028    0.1317    4.4500    4.0524   -0.3789    0.1602    0.0012    0.8774	0.0084    0.0198    0.2196    0.2977	0.3156    0.1489    0.1214    0.1205	0.5802    0.0065    0.0020
00.0708   -1.31	  1.3161    5.8831	4.4033   -0.1146   -0.0762    0.0525   -0.9693    5.7125    4.4334    0.0801	0.0565    0.0422   -0.1690    0.2694	0.3001    0.0611    4.5202    4.1177   -0.3679    0.1506    0.0010    0.8420	0.0080    0.0193    0.2172    0.2747	0.2972    0.1393    0.1109    0.1112	0.5493    0.0062    0.0016
00.0794   -1.31	  1.3336    6.1017	4.5173   -0.1201   -0.0814    0.0549   -0.9974    5.9115    4.5383    0.0815	0.0575    0.0430   -0.2774    0.2401	0.3134    0.0414    4.5887    4.1908   -0.3515    0.1482    0.0011    0.8178	0.0072    0.0194    0.2228    0.2735	0.2946    0.1341    0.1064    0.0979	0.5226    0.0057    0.0020
00.0891   -1.31	  1.4177    6.2568	4.6149   -0.1240   -0.0851    0.0515   -1.0128    6.0391    4.6136    0.0823	0.0579    0.0432   -0.3507    0.2090	0.3058    0.0636    4.6495    4.2508   -0.3446    0.1300    0.0010    0.7770	0.0077    0.0197    0.2277    0.2632	0.2896    0.1309    0.1098    0.0936	0.5078    0.0056    0.0013
00.1000   -1.31	  1.4946    6.3732	4.6723   -0.1272   -0.0885    0.0530   -1.0168    6.1352    4.6605    0.0826	0.0582    0.0434   -0.4050    0.1880	0.3072    0.0736    4.6750    4.2802   -0.3358    0.1286    0.0013    0.7663	0.0075    0.0199    0.2395    0.2609	0.2887    0.1289    0.1112    0.0949	0.5139    0.0058    0.0018
00.1122   -1.31	  1.5658    6.0964	4.4798   -0.1199   -0.0817    0.0859   -0.5340    5.3543    4.2554    0.0767	0.0541    0.0404   -0.1864    0.2264	0.6165    0.4603    4.1142    3.8161   -0.2970    0.3256    0.0060    1.3758	0.0136    0.0419    0.4658    0.5838	0.5683    0.3234    0.2612    0.1684	0.7910    0.0163    0.0279
00.1259   -1.31	  1.7397    6.3262	4.6292   -0.1255   -0.0872    0.0841   -0.5835    5.5790    4.3874    0.0784	0.0552    0.0412   -0.2531    0.1999	0.6022    0.4845    4.2081    3.9017   -0.2510    0.3196    0.0064    1.3011	0.0124    0.0409    0.4831    0.5627	0.5537    0.3060    0.2378    0.1502	0.7736    0.0181    0.0313
00.1413   -1.31	  1.8099    6.3960	4.6529   -0.1278   -0.0901    0.0891   -0.5515    5.6024    4.3962    0.0783	0.0551    0.0412   -0.2738    0.1847	0.6173    0.5088    4.2014    3.8980   -0.2297    0.3258    0.0068    1.2936	0.0117    0.0414    0.5045    0.5651	0.5563    0.3055    0.2313    0.1458	0.7924    0.0192    0.0335
00.1585   -1.31	  1.8512    6.3591	4.6229   -0.1257   -0.0877    0.0863   -0.4495    5.4884    4.3303    0.0777	0.0549    0.0411   -0.2374    0.1835	0.6708    0.8845    4.1203    3.8366   -0.2923    0.3294    0.0068    1.3903	0.0204    0.0457    0.4506    0.6378	0.5834    0.3334    0.2381    0.1584	0.8751    0.0207    0.0336
00.1778   -1.31	  1.8440    6.4137	4.6242   -0.1257   -0.0872    0.0727   -0.3809    5.5134    4.3258    0.0783	0.0555    0.0417   -0.2774    0.1850	0.7063    1.2366    4.1003    3.8275   -0.3822    0.3040    0.0065    1.4166	0.0285    0.0458    0.3219    0.6758	0.5831    0.3376    0.2290    0.1463	0.9093    0.0206    0.0297
00.1995   -1.31	  1.9284    6.4532	4.6212   -0.1264   -0.0881    0.0708   -0.3721    5.5290    4.3073    0.0775	0.0549    0.0413   -0.3273    0.1833	0.7261    1.3470    4.0886    3.8320   -0.4292    0.2868    0.0064    1.4280	0.0310    0.0466    0.3041    0.6940	0.5839    0.3428    0.2227    0.1447	0.9031    0.0207    0.0281
00.2239   -1.31	  1.9667    6.7108	4.7629   -0.1308   -0.0916    0.0702   -0.4614    5.7950    4.4745    0.0808	0.0574    0.0432   -0.3521    0.1891	0.7485    1.4516    4.2284    3.9613   -0.4871    0.2719    0.0055    1.4407	0.0339    0.0473    0.2732    0.7204	0.5917    0.3459    0.2186    0.1494	0.9253    0.0209    0.0269
00.2512   -1.31	  2.0456    7.0288	4.9506   -0.1380   -0.0979    0.0681   -0.5859    6.1448    4.6825    0.0843	0.0599    0.0452   -0.4410    0.1679	0.7233    1.3406    4.4018    4.1156   -0.5008    0.2426    0.0046    1.3541	0.0325    0.0445    0.2514    0.6923	0.5691    0.3296    0.2081    0.1396	0.8870    0.0192    0.0230
00.2818   -1.31	  2.0804    7.2023	5.0414   -0.1422   -0.1020    0.0695   -0.6579    6.3285    4.7793    0.0859	0.0611    0.0461   -0.5044    0.1598	0.6997    1.2441    4.4812    4.1917   -0.4986    0.2342    0.0045    1.3149	0.0304    0.0432    0.2673    0.6719	0.5572    0.3212    0.2034    0.1380	0.8841    0.0188    0.0227
00.3162   -1.31	  2.2840    7.8865	5.4324   -0.1578   -0.1157    0.0600   -0.9023    7.0775    5.1849    0.0929	0.0663    0.0502   -0.7210    0.1413	0.6685    1.1882    4.8090    4.5017   -0.5272    0.2048    0.0039    1.2409	0.0302    0.0414    0.2557    0.6414	0.5349    0.3088    0.1939    0.1319	0.8609    0.0182    0.0220
00.3548   -1.31	  2.2727    8.1915	5.5881   -0.1655   -0.1229    0.0679   -0.9844    7.3863    5.3426    0.0958	0.0685    0.0520   -0.8144    0.1239	0.6521    1.0209    4.9326    4.6192   -0.5120    0.1991    0.0038    1.1971	0.0263    0.0399    0.3018    0.6154	0.5189    0.2934    0.1889    0.1303	0.8619    0.0176    0.0223
00.3981   -1.31	  2.3016    8.1788	5.5994   -0.1647   -0.1219    0.0783   -0.9396    7.3499    5.3435    0.0966	0.0691    0.0525   -0.7607    0.1172	0.6777    0.9843    4.9326    4.6125   -0.5036    0.2103    0.0041    1.2162	0.0247    0.0409    0.3343    0.6263	0.5184    0.2961    0.1899    0.1385	0.9128    0.0179    0.0232
00.4467   -1.31	  2.3680    8.3440	5.6846   -0.1686   -0.1255    0.0805   -0.9303    7.4680    5.4123    0.0982	0.0704    0.0536   -0.8031    0.1072	0.6931    0.9721    4.9804    4.6640   -0.5192    0.2132    0.0042    1.2411	0.0246    0.0416    0.3513    0.6387	0.5276    0.3032    0.2000    0.1399	0.9255    0.0175    0.0229
00.5012   -1.31	  2.2476    8.0055	5.4752   -0.1610   -0.1193    0.0892   -0.7744    7.0795    5.1937    0.0941	0.0674    0.0513   -0.6954    0.1056	0.7202    0.9483    4.7988    4.4920   -0.5065    0.2209    0.0044    1.2642	0.0237    0.0420    0.3596    0.6478	0.5314    0.2967    0.1970    0.1364	0.9384    0.0170    0.0213
00.5623   -1.31	  2.1976    7.8305	5.3285   -0.1573   -0.1166    0.0986   -0.6291    6.8117    5.0220    0.0911	0.0654    0.0499   -0.6477    0.1109	0.7656    0.9229    4.6391    4.3560   -0.5043    0.2345    0.0051    1.3203	0.0227    0.0433    0.3939    0.6737	0.5577    0.3052    0.2073    0.1362	0.9432    0.0166    0.0215
00.6310   -1.31	  2.2033    7.8848	5.3172   -0.1598   -0.1197    0.1042   -0.5328    6.7712    4.9816    0.0901	0.0648    0.0495   -0.6824    0.1118	0.8086    0.9730    4.5985    4.3327   -0.5291    0.2515    0.0063    1.3909	0.0232    0.0448    0.4021    0.7081	0.5786    0.3220    0.2222    0.1418	0.9470    0.0162    0.0208
00.7079   -1.31	  2.1333    7.8359	5.2358   -0.1604   -0.1212    0.1085   -0.4589    6.6591    4.8821    0.0873	0.0628    0.0480   -0.7078    0.1129	0.8071    1.0081    4.5146    4.2587   -0.5488    0.2329    0.0063    1.3607	0.0222    0.0446    0.4253    0.7013	0.5729    0.3104    0.2141    0.1329	0.9215    0.0162    0.0194
00.7943   -1.31	  2.1252    7.8749	5.2196   -0.1622   -0.1234    0.1129   -0.4036    6.6445    4.8553    0.0868	0.0625    0.0478   -0.7354    0.1133	0.8317    0.9880    4.4862    4.2466   -0.5542    0.2427    0.0068    1.3978	0.0222    0.0453    0.4391    0.7166	0.5833    0.3227    0.2202    0.1364	0.9229    0.0156    0.0188
00.8913   -1.31	  2.2008    7.8236	5.2051   -0.1615   -0.1229    0.1201   -0.2929    6.5309    4.8067    0.0869	0.0627    0.0481   -0.6911    0.1084	0.8623    1.0395    4.4516    4.2193   -0.5634    0.2448    0.0071    1.4138	0.0221    0.0456    0.4682    0.7394	0.5960    0.3259    0.2272    0.1356	0.9186    0.0156    0.0191
01.0000   -1.31	  2.1910    7.9291	5.2194   -0.1654   -0.1276    0.1307   -0.2682    6.5567    4.7851    0.0851	0.0613    0.0469   -0.7271    0.1113	0.8641    0.9839    4.4013    4.1806   -0.5647    0.2281    0.0066    1.3996	0.0205    0.0451    0.5046    0.7355	0.5983    0.3209    0.2285    0.1311	0.9177    0.0151    0.0181
01.1220   -1.31	  2.2330    7.8492	5.1733   -0.1639   -0.1260    0.1372   -0.1579    6.4265    4.7208    0.0852	0.0615    0.0472   -0.6893    0.1106	0.9008    0.9934    4.3721    4.1625   -0.5683    0.2403    0.0073    1.4295	0.0200    0.0470    0.5491    0.7586	0.6143    0.3298    0.2355    0.1362	0.9144    0.0152    0.0188
01.2589   -1.31	  2.0451    7.3486	4.8088   -0.1545   -0.1194    0.1480	0.2249    5.6955    4.2855    0.0773	0.0558    0.0428   -0.5553    0.1374	1.0007    1.1616    4.0244    3.8553   -0.5771    0.2692    0.0083    1.5622	0.0215    0.0494    0.5674    0.8256	0.6528    0.3588    0.2579    0.1452	0.9459    0.0150    0.0183
01.4125   -1.31	  1.9483    7.2243	4.6761   -0.1526   -0.1183    0.1498	0.3933    5.4340    4.0976    0.0733	0.0529    0.0406   -0.5455    0.1588	1.0508    1.3604    3.8453    3.7013   -0.5912    0.2787    0.0084    1.6476	0.0247    0.0518    0.5544    0.8722	0.6942    0.3793    0.2762    0.1488	0.9790    0.0161    0.0195
01.5849   -1.31	  1.7872    6.6625	4.3347   -0.1425   -0.1108    0.1491	0.4719    4.9265    3.7828    0.0662	0.0473    0.0360   -0.4803    0.1613	0.9912    1.2290    3.6686    3.5214   -0.5527    0.2539    0.0078    1.5513	0.0213    0.0491    0.5793    0.8182	0.6577    0.3492    0.2589    0.1381	0.9378    0.0148    0.0164
01.7783   -1.31	  1.8474    6.2652	4.1383   -0.1341   -0.1032    0.1610	0.6802    4.4556    3.5510    0.0635	0.0454    0.0345   -0.3283    0.1649	1.0237    1.2463    3.5267    3.3843   -0.5356    0.2661    0.0083    1.5730	0.0215    0.0506    0.6179    0.8352	0.6732    0.3551    0.2624    0.1404	0.9462    0.0145    0.0160
01.9953   -1.31	  1.8277    6.1766	4.0570   -0.1337   -0.1036    0.1716	0.8439    4.2533    3.4284    0.0617	0.0441    0.0336   -0.2940    0.1658	1.0683    1.2526    3.4454    3.3175   -0.5434    0.2733    0.0089    1.6147	0.0218    0.0518    0.6484    0.8571	0.6890    0.3629    0.2747    0.1408	0.9541    0.0142    0.0158
02.2387   -1.31	  1.7648    5.7732	3.8284   -0.1251   -0.0961    0.1803	1.0157    3.8062    3.1899    0.0586	0.0419    0.0318   -0.1850    0.1726	1.0905    1.2432    3.3076    3.1871   -0.5328    0.2808    0.0092    1.6267	0.0216    0.0527    0.6743    0.8717	0.6985    0.3688    0.2800    0.1440	0.9591    0.0133    0.0150
02.5119   -1.31	  1.8172    5.6167	3.7413   -0.1226   -0.0941    0.1886	1.1000    3.6310    3.0942    0.0573	0.0409    0.0311   -0.1453    0.1717	1.0974    1.2372    3.2575    3.1410   -0.5280    0.2782    0.0095    1.6103	0.0211    0.0528    0.6940    0.8763	0.7010    0.3677    0.2781    0.1418	0.9584    0.0129    0.0140
02.8184   -1.31	  1.8212    5.7005	3.7791   -0.1252   -0.0967    0.1901	1.0759    3.7269    3.1384    0.0578	0.0413    0.0314   -0.1824    0.1678	1.0896    1.2036    3.2940    3.1765   -0.5345    0.2710    0.0096    1.5962	0.0203    0.0524    0.7005    0.8671	0.6944    0.3616    0.2780    0.1380	0.9452    0.0127    0.0137
03.1623   -1.31	  1.8072    5.4171	3.6288   -0.1196   -0.0918    0.1999	1.1908    3.4243    2.9812    0.0560	0.0401    0.0305   -0.1024    0.1723	1.1071    1.1868    3.2076    3.0944   -0.5221    0.2771    0.0099    1.6039	0.0197    0.0533    0.7338    0.8764	0.7040    0.3644    0.2828    0.1394	0.9489    0.0121    0.0133
03.5481   -1.31	  1.7576    5.0625	3.4353   -0.1123   -0.0853    0.2049	1.3641    3.0270    2.7793    0.0539	0.0386    0.0294    0.0017    0.1763	1.1343    1.2250    3.1002    2.9896   -0.5171    0.2899    0.0104    1.6371	0.0205    0.0542    0.7415    0.8916	0.7121    0.3705    0.2876    0.1394	0.9636    0.0119    0.0130
03.9811   -1.31	  1.7235    4.7022	3.2377   -0.1047   -0.0786    0.2152	1.5194    2.6316    2.5703    0.0514	0.0368    0.0280    0.0946    0.1818	1.1591    1.2224    2.9826    2.8780   -0.5016    0.3018    0.0109    1.6552	0.0206    0.0558    0.7777    0.9060	0.7226    0.3777    0.2899    0.1441	0.9795    0.0116    0.0132
04.4668   -1.31	  1.7013    4.3573	3.0429   -0.0986   -0.0734    0.2299	1.6934    2.2262    2.3564    0.0490	0.0351    0.0267    0.2073    0.1893	1.1876    1.2501    2.8717    2.7757   -0.4964    0.3097    0.0114    1.6741	0.0206    0.0575    0.8194    0.9292	0.7386    0.3871    0.2938    0.1452	0.9845    0.0117    0.0135
05.0119   -1.31	  1.6699    3.9997	2.8492   -0.0919   -0.0677    0.2322	1.8230    1.8652    2.1644    0.0467	0.0334    0.0254    0.2765    0.1869	1.1907    1.2180    2.7723    2.6762   -0.4701    0.3173    0.0118    1.6609	0.0197    0.0571    0.8265    0.9206	0.7316    0.3788    0.2899    0.1389	0.9632    0.0117    0.0138
05.6234   -1.31	  1.6266    3.7525	2.7069   -0.0877   -0.0643    0.2451	1.9530    1.5777    2.0097    0.0450	0.0321    0.0244    0.3488    0.1924	1.2163    1.2250    2.6946    2.6052   -0.4633    0.3257    0.0121    1.6830	0.0196    0.0587    0.8697    0.9362	0.7427    0.3848    0.2945    0.1397	0.9794    0.0118    0.0143
06.3096   -1.31	  1.6026    3.4378	2.5301   -0.0822   -0.0595    0.2556	2.0786    1.2450    1.8292    0.0429	0.0307    0.0233    0.4282    0.1962	1.2351    1.2268    2.6008    2.5159   -0.4520    0.3330    0.0125    1.6911	0.0194    0.0597    0.8990    0.9475	0.7509    0.3888    0.2977    0.1423	0.9854    0.0119    0.0146
07.0795   -1.31	  1.6097    3.2050	2.4152   -0.0783   -0.0563    0.2680	2.1792    0.9949    1.7051    0.0416	0.0297    0.0226    0.4953    0.2012	1.2543    1.2034    2.5407    2.4570   -0.4375    0.3419    0.0129    1.7044	0.0189    0.0610    0.9366    0.9579	0.7595    0.3915    0.3017    0.1414	0.9990    0.0117    0.0147
07.9433   -1.31	  1.5713    2.8920	2.2534   -0.0715   -0.0499    0.2698	2.2763    0.6813    1.5422    0.0401	0.0287    0.0218    0.5739    0.1955	1.2555    1.1622    2.4599    2.3780   -0.4219    0.3467    0.0132    1.6917	0.0191    0.0616    0.9456    0.9510	0.7578    0.3887    0.2983    0.1406	0.9905    0.0115    0.0151
08.9125   -1.31	  1.5890    2.7144	2.1572   -0.0694   -0.0484    0.2853	2.3741    0.4624    1.4256    0.0388	0.0277    0.0211    0.6284    0.2018	1.2711    1.1310    2.3996    2.3192   -0.4087    0.3540    0.0137    1.7022	0.0189    0.0636    0.9978    0.9620	0.7687    0.3934    0.3000    0.1414	1.0138    0.0116    0.0156
