 5.100002  -0.6392  1.  0.000  0.000  0.002  0.004  0.003  0.002  0.009  0.001  0.382  0.016  0.001    0.000  0.007  0.007  0.006  0.003  0.004  0.002  0.035  0.001  0.000  0.844
 5.150001  -0.6392  1.  0.000  0.000  0.002  0.004  0.003  0.002  0.009  0.001  0.382  0.016  0.001    0.000  0.007  0.007  0.006  0.003  0.004  0.002  0.035  0.001  0.000  0.844
 5.199999  -0.6392  1.  0.000  0.000  0.002  0.004  0.003  0.002  0.009  0.001  0.382  0.016  0.001    0.000  0.007  0.007  0.006  0.003  0.004  0.002  0.035  0.001  0.000  0.844
 5.250000  -0.6392  1.  0.000  0.000  0.002  0.004  0.003  0.002  0.009  0.001  0.382  0.016  0.001    0.000  0.007  0.007  0.006  0.003  0.004  0.002  0.035  0.001  0.000  0.844
 5.300002  -0.6392  1.  0.000  0.000  0.002  0.004  0.003  0.002  0.009  0.001  0.382  0.016  0.001    0.000  0.007  0.007  0.006  0.003  0.004  0.002  0.035  0.001  0.000  0.844
 5.350002  -0.6392  1.  0.000  0.000  0.002  0.004  0.003  0.002  0.009  0.001  0.382  0.016  0.001    0.000  0.007  0.007  0.006  0.003  0.004  0.002  0.035  0.001  0.000  0.844
 5.400001  -0.6392  1.  0.000  0.000  0.002  0.004  0.003  0.002  0.009  0.001  0.382  0.016  0.001    0.000  0.007  0.007  0.006  0.003  0.004  0.002  0.035  0.001  0.000  0.844
 5.450001  -0.6392  1.  0.000  0.000  0.002  0.004  0.003  0.002  0.009  0.001  0.382  0.016  0.001    0.000  0.007  0.007  0.006  0.003  0.004  0.002  0.035  0.001  0.000  0.844
 5.500002  -0.6392  1.  0.000  0.000  0.002  0.004  0.003  0.002  0.009  0.001  0.382  0.016  0.001    0.000  0.007  0.007  0.006  0.003  0.004  0.002  0.035  0.001  0.000  0.844
 5.550002  -0.6392  1.  0.000  0.000  0.002  0.004  0.003  0.002  0.009  0.001  0.382  0.016  0.001    0.000  0.007  0.007  0.006  0.003  0.004  0.002  0.035  0.001  0.000  0.844
 5.600002  -0.6392  1.  0.000  0.000  0.002  0.004  0.003  0.002  0.009  0.001  0.382  0.016  0.001    0.000  0.007  0.007  0.006  0.003  0.004  0.002  0.035  0.001  0.000  0.844
 5.650002  -0.6392  1.  0.000  0.000  0.002  0.004  0.003  0.002  0.009  0.001  0.382  0.016  0.001    0.000  0.007  0.007  0.006  0.003  0.004  0.002  0.035  0.001  0.000  0.844
 5.700002  -0.6392  1.  0.000  0.000  0.002  0.004  0.003  0.002  0.009  0.001  0.382  0.016  0.001    0.000  0.007  0.007  0.006  0.003  0.004  0.002  0.035  0.001  0.000  0.844
 5.750002  -0.6392  1.  0.000  0.000  0.002  0.004  0.003  0.002  0.009  0.001  0.382  0.016  0.001    0.000  0.007  0.007  0.006  0.003  0.004  0.002  0.035  0.001  0.000  0.844
 5.800003  -0.6392  1.  0.000  0.000  0.002  0.004  0.003  0.002  0.009  0.001  0.382  0.016  0.001    0.000  0.007  0.007  0.006  0.003  0.004  0.002  0.035  0.001  0.000  0.844
 5.850003  -0.6392  1.  0.000  0.000  0.002  0.004  0.003  0.002  0.009  0.001  0.382  0.016  0.001    0.000  0.007  0.007  0.006  0.003  0.004  0.002  0.035  0.001  0.000  0.844
 5.900003  -0.6392  1.  0.000  0.000  0.002  0.004  0.003  0.002  0.009  0.001  0.382  0.016  0.001    0.000  0.007  0.007  0.006  0.003  0.004  0.002  0.035  0.001  0.000  0.844
 5.950003  -0.6392  1.  0.000  0.000  0.002  0.004  0.003  0.002  0.009  0.001  0.382  0.016  0.001    0.000  0.007  0.007  0.006  0.003  0.004  0.002  0.035  0.001  0.000  0.844
 6.000000  -0.6392  1.  0.000  0.000  0.002  0.004  0.003  0.002  0.009  0.001  0.382  0.016  0.001    0.000  0.007  0.007  0.006  0.003  0.004  0.002  0.035  0.001  0.000  0.844
