 3.  -1.0 -0.9613E-01 -0.4860E-01  0.4365E+00  0.1929E+01  0.1207E+01  0.5760E+00  0.1775E+01  0.3248E+00  0.3100E+01  0.2571E+01  0.2207E-01  0.7810E-01  0.1412E+01  0.1270E+01  0.9653E+00  0.5582E+00  0.4994E+00  0.3356E+00  0.1128E+01  0.1807E-01  0.1292E-01  0.3980E+01  0.2094E+01  0.3229E+01  0.2817E+01
 5.  -1.0 -0.7016E-01 -0.3180E-01  0.5656E+00  0.2809E+01  0.1808E+01  0.6920E+00  0.1980E+01  0.5725E+00  0.2476E+01  0.2796E+01  0.2736E-01  0.8931E-01  0.1583E+01  0.1435E+01  0.1104E+01  0.6523E+00  0.5285E+00  0.3705E+00  0.1270E+01  0.2134E-01  0.2032E-01  0.2247E+01 -0.1478E+00  0.2177E+01  0.1542E+01
10.  -1.0 -0.3538E-01 -0.4864E-02  0.7570E+00  0.3940E+01  0.2637E+01  0.9002E+00  0.2331E+01  0.1169E+01  0.1887E+01  0.3363E+01  0.4043E-01  0.1196E+00  0.1968E+01  0.1752E+01  0.1386E+01  0.8605E+00  0.5916E+00  0.4512E+00  0.1549E+01  0.3210E-01  0.4387E-01  0.7451E+00 -0.2456E+01  0.1159E+01  0.1626E+00
12.  -1.0 -0.4792E-01 -0.1420E-01  0.6855E+00  0.3513E+01  0.2338E+01  0.8299E+00  0.2212E+01  0.9898E+00  0.2104E+01  0.3251E+01  0.3621E-01  0.1190E+00  0.1938E+01  0.1658E+01  0.1305E+01  0.7947E+00  0.5592E+00  0.4205E+00  0.1507E+01  0.3175E-01  0.4201E-01  0.1482E+01 -0.1471E+01  0.1586E+01  0.7305E+00
 1.  -0.5 -0.1823E+00 -0.1083E+00  0.2405E+00 -0.8672E+00 -0.3942E+00  0.2658E+00  0.1198E+01 -0.2082E+00  0.5645E+01  0.1997E+01  0.1046E-01  0.6095E-01  0.1003E+01  0.8370E+00  0.6101E+00  0.3240E+00  0.4012E+00  0.2776E+00  0.1037E+01  0.1784E-01  0.7333E-02  0.9041E+01  0.8515E+01  0.6289E+01  0.6405E+01
 2.  -0.5 -0.7990E-01 -0.3101E-01  0.6078E+00  0.2354E+01  0.1876E+01  0.8385E+00  0.2242E+01  0.1504E+01  0.3144E+01  0.3526E+01  0.3778E-01  0.1168E+00  0.1821E+01  0.1743E+01  0.1397E+01  0.9048E+00  0.6872E+00  0.5363E+00  0.1551E+01  0.2628E-01  0.3047E-01  0.3765E+01  0.1693E+01  0.3192E+01  0.2669E+01
 3.  -0.5 -0.5018E-01 -0.9613E-02  0.7330E+00  0.3337E+01  0.2584E+01  0.9908E+00  0.2481E+01  0.1973E+01  0.2519E+01  0.3874E+01  0.4459E-01  0.1308E+00  0.2052E+01  0.1945E+01  0.1568E+01  0.1016E+01  0.7306E+00  0.5710E+00  0.1696E+01  0.2902E-01  0.3635E-01  0.1795E+01 -0.7597E+00  0.2073E+01  0.1320E+01
 5.  -0.5 -0.3278E-01  0.2335E-02  0.8416E+00  0.3958E+01  0.3037E+01  0.1084E+01  0.2618E+01  0.2245E+01  0.2166E+01  0.4080E+01  0.4901E-01  0.1414E+00  0.2227E+01  0.2064E+01  0.1674E+01  0.1076E+01  0.7401E+00  0.5801E+00  0.1822E+01  0.3219E-01  0.4210E-01  0.7147E+00 -0.2209E+01  0.1396E+01  0.4575E+00
10.  -0.5 -0.3863E-02  0.2579E-01  0.1040E+01  0.4951E+01  0.3932E+01  0.1291E+01  0.2920E+01  0.2876E+01  0.1716E+01  0.4546E+01  0.6374E-01  0.1765E+00  0.2813E+01  0.2338E+01  0.1928E+01  0.1253E+01  0.7938E+00  0.6338E+00  0.2097E+01  0.3839E-01  0.5556E-01 -0.1016E+01 -0.4604E+01  0.5152E+00 -0.8558E+00
12.  -0.5 -0.1927E-03  0.2856E-01  0.1072E+01  0.5127E+01  0.4106E+01  0.1333E+01  0.2974E+01  0.3018E+01  0.1650E+01  0.4647E+01  0.6630E-01  0.1839E+00  0.2944E+01  0.2392E+01  0.1980E+01  0.1281E+01  0.7949E+00  0.6382E+00  0.2173E+01  0.4054E-01  0.5985E-01 -0.1334E+01 -0.4972E+01  0.3522E+00 -0.1062E+01
 1.   0.0 -0.1334E+00 -0.7491E-01  0.4711E+00  0.8173E+00  0.9912E+00  0.7046E+00  0.1905E+01  0.1494E+01  0.4757E+01  0.3232E+01  0.2116E-01  0.9250E-01  0.1409E+01  0.1526E+01  0.1300E+01  0.7381E+00  0.6428E+00  0.4864E+00  0.1587E+01  0.1929E-01  0.1242E-01  0.7242E+01  0.6082E+01  0.4984E+01  0.4969E+01
 2.   0.0 -0.3599E-01  0.5526E-02  0.8562E+00  0.3477E+01  0.3332E+01  0.1249E+01  0.2825E+01  0.3661E+01  0.2687E+01  0.4658E+01  0.6115E-01  0.1626E+00  0.2365E+01  0.2355E+01  0.2094E+01  0.1347E+01  0.9059E+00  0.7406E+00  0.2381E+01  0.3047E-01  0.4023E-01  0.1800E+01 -0.7531E+00  0.2117E+01  0.1365E+01
 3.   0.0 -0.3755E-03  0.3624E-01  0.1046E+01  0.4397E+01  0.4341E+01  0.1450E+01  0.3131E+01  0.4451E+01  0.2166E+01  0.5135E+01  0.7654E-01  0.1947E+00  0.2832E+01  0.2613E+01  0.2351E+01  0.1541E+01  0.9634E+00  0.8056E+00  0.2658E+01  0.3775E-01  0.5629E-01 -0.1387E+00 -0.3218E+01  0.1161E+01  0.7695E-01
 5.   0.0  0.2030E-01  0.5277E-01  0.1189E+01  0.5071E+01  0.4956E+01  0.1579E+01  0.3308E+01  0.4894E+01  0.1874E+01  0.5400E+01  0.8480E-01  0.2168E+00  0.3264E+01  0.2767E+01  0.2490E+01  0.1632E+01  0.9974E+00  0.8227E+00  0.2824E+01  0.3836E-01  0.5796E-01 -0.1424E+01 -0.4874E+01  0.5074E+00 -0.8408E+00
10.   0.0  0.5120E-01  0.8202E-01  0.1416E+01  0.5802E+01  0.5837E+01  0.1770E+01  0.3588E+01  0.5470E+01  0.1493E+01  0.5679E+01  0.1040E+00  0.2535E+00  0.3760E+01  0.3005E+01  0.2723E+01  0.1814E+01  0.1061E+01  0.8762E+00  0.3161E+01  0.3833E-01  0.5821E-01 -0.3143E+01 -0.6780E+01 -0.2406E+00 -0.1896E+01
12.   0.0  0.6650E-01  0.9843E-01  0.1505E+01  0.5991E+01  0.6146E+01  0.1854E+01  0.3711E+01  0.5782E+01  0.1381E+01  0.5845E+01  0.1124E+00  0.2681E+00  0.3902E+01  0.3106E+01  0.2825E+01  0.1902E+01  0.1085E+01  0.9112E+00  0.3305E+01  0.4164E-01  0.6566E-01 -0.3743E+01 -0.7350E+01 -0.4797E+00 -0.2190E+01
 1.   0.5 -0.7979E-01 -0.3679E-01  0.7585E+00  0.2739E+01  0.2669E+01  0.1269E+01  0.2658E+01  0.4180E+01  0.3641E+01  0.4679E+01  0.4490E-01  0.1329E+00  0.1889E+01  0.2222E+01  0.2228E+01  0.1299E+01  0.9514E+00  0.6997E+00  0.2433E+01  0.2222E-01  0.2386E-01  0.4249E+01  0.2298E+01  0.3183E+01  0.2906E+01
 2.   0.5  0.6404E-02  0.4108E-01  0.1202E+01  0.4633E+01  0.5393E+01  0.1750E+01  0.3458E+01  0.6562E+01  0.2301E+01  0.5893E+01  0.9605E-01  0.2276E+00  0.3168E+01  0.2960E+01  0.2998E+01  0.1907E+01  0.1171E+01  0.9480E+00  0.3525E+01  0.3860E-01  0.6321E-01 -0.5302E+00 -0.3515E+01  0.1146E+01  0.5762E-01
 3.   0.5  0.4876E-01  0.8134E-01  0.1441E+01  0.5397E+01  0.6298E+01  0.1953E+01  0.3775E+01  0.7534E+01  0.1875E+01  0.6276E+01  0.1194E+00  0.2669E+00  0.3699E+01  0.3212E+01  0.3279E+01  0.2135E+01  0.1249E+01  0.1031E+01  0.3928E+01  0.4242E-01  0.7371E-01 -0.2258E+01 -0.5665E+01  0.3267E+00 -0.1098E+01
 5.   0.5  0.9551E-01  0.1288E+00  0.1718E+01  0.6035E+01  0.7239E+01  0.2170E+01  0.4106E+01  0.8592E+01  0.1511E+01  0.6676E+01  0.1424E+00  0.3099E+00  0.4302E+01  0.3486E+01  0.3563E+01  0.2365E+01  0.1314E+01  0.1105E+01  0.4360E+01  0.4729E-01  0.8451E-01 -0.4105E+01 -0.7606E+01 -0.4639E+00 -0.2149E+01
10.   0.5  0.1437E+00  0.1815E+00  0.2028E+01  0.6344E+01  0.8080E+01  0.2359E+01  0.4415E+01  0.9343E+01  0.1190E+01  0.6872E+01  0.1709E+00  0.3562E+00  0.4778E+01  0.3736E+01  0.3822E+01  0.2575E+01  0.1374E+01  0.1173E+01  0.4882E+01  0.4857E-01  0.8774E-01 -0.5625E+01 -0.8977E+01 -0.1080E+01 -0.2918E+01
12.   0.5  0.1787E+00  0.2207E+00  0.2196E+01  0.6323E+01  0.8402E+01  0.2442E+01  0.4564E+01  0.9758E+01  0.1084E+01  0.6995E+01  0.1858E+00  0.3774E+00  0.4919E+01  0.3865E+01  0.3944E+01  0.2673E+01  0.1403E+01  0.1226E+01  0.5152E+01  0.5079E-01  0.9345E-01 -0.6100E+01 -0.9372E+01 -0.1308E+01 -0.3121E+01
